지역ID,맵ID,맵,상위지역ID,상위지역,지역명,매칭상태,좌표기준지역ID,대상구분,GUID,Entry,대상이름,X,Y,Z
4105,571,노스렌드,3537,북풍의 땅,녹주석 거점,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4106,571,노스렌드,3537,북풍의 땅,가로쉬의 상륙지,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4107,571,노스렌드,3537,북풍의 땅,전쟁노래부족 부두,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4108,571,노스렌드,3537,북풍의 땅,피즈크랭크 비행장,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4109,571,노스렌드,3537,북풍의 땅,쿰우야 호수,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4110,571,노스렌드,3537,북풍의 땅,파샤이어 농장,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4111,571,노스렌드,3537,북풍의 땅,파샤이어,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4112,571,노스렌드,3537,북풍의 땅,파샤이어 등대,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4113,571,노스렌드,3537,북풍의 땅,우누페,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4114,571,노스렌드,3537,북풍의 땅,죽음의 언덕,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4115,571,노스렌드,3537,북풍의 땅,버려진 해안,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4116,571,노스렌드,3537,북풍의 땅,끓어오르는 웅덩이,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4117,571,노스렌드,3537,북풍의 땅,증기 온천,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4118,571,노스렌드,3537,북풍의 땅,탈라마스,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4119,571,노스렌드,3537,북풍의 땅,썩은 웅덩이,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4120,571,노스렌드,3537,북풍의 땅,마력의 탑,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4121,571,노스렌드,3537,북풍의 땅,변위의 보호막,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4122,571,노스렌드,3537,북풍의 땅,보르고로크 전초기지,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4123,571,노스렌드,3537,북풍의 땅,마그모스,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4124,571,노스렌드,3537,북풍의 땅,사자의 동굴,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4125,571,노스렌드,3537,북풍의 땅,엔킬라 사원,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4126,571,노스렌드,3537,북풍의 땅,통곡의 지구라트,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4127,571,노스렌드,3537,북풍의 땅,스틸조의 짐마차,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4128,571,노스렌드,3537,북풍의 땅,낙사나르,직접 areaId,4128,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4129,571,노스렌드,3537,북풍의 땅,전쟁노래부족 요새,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4130,571,노스렌드,3537,북풍의 땅,나삼의 평원,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4132,571,노스렌드,3537,북풍의 땅,엘드라나스 폐허,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4133,571,노스렌드,3537,북풍의 땅,잿더미 마루,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4134,571,노스렌드,3537,북풍의 땅,부글거리는 웅덩이,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4135,571,노스렌드,3537,북풍의 땅,피의 첨탑,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4136,571,노스렌드,3537,북풍의 땅,부패의 첨탑,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4137,571,노스렌드,3537,북풍의 땅,고통의 첨탑,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4138,571,노스렌드,3537,북풍의 땅,얼어붙은 해안,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4141,571,노스렌드,3537,북풍의 땅,토르프의 농장,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4142,571,노스렌드,3537,북풍의 땅,전쟁노래부족 곡물창고,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4143,571,노스렌드,3537,북풍의 땅,전쟁노래부족 도살장,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4144,571,노스렌드,3537,북풍의 땅,전쟁노래부족 농장 전진기지,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4145,571,노스렌드,3537,북풍의 땅,서부 거점,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4146,571,노스렌드,3537,북풍의 땅,북부 거점,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4147,571,노스렌드,3537,북풍의 땅,중부 거점,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4148,571,노스렌드,3537,북풍의 땅,남부 거점,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4149,571,노스렌드,3537,북풍의 땅,동물보호협회 야영지,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4150,571,노스렌드,3537,북풍의 땅,카우의 보금자리,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4151,571,노스렌드,65,용의 안식처,서풍의 피난민 행렬,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4152,571,노스렌드,65,용의 안식처,모아키 항구,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4153,571,노스렌드,65,용의 안식처,인두르 마을,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4154,571,노스렌드,65,용의 안식처,눈사태 숲,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4155,571,노스렌드,65,용의 안식처,반쪽 껍질,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4156,571,노스렌드,65,용의 안식처,폭풍 바늘,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4157,571,노스렌드,65,용의 안식처,달쉼터 정원,직접 areaId,4157,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4158,571,노스렌드,65,용의 안식처,별의 쉼터,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4159,571,노스렌드,394,회색 구릉지,서부 몰락지대 여단 야영지,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4160,571,노스렌드,65,용의 안식처,로탈로르 숲,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4161,571,노스렌드,65,용의 안식처,고룡쉼터 사원,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4162,571,노스렌드,65,용의 안식처,얼음안개 폭포,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4163,571,노스렌드,65,용의 안식처,얼음안개 마을,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4164,571,노스렌드,65,용의 안식처,나르준의 구덩이,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4165,571,노스렌드,65,용의 안식처,아그마르의 망치,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4166,571,노스렌드,65,용의 안식처,인두르 호수,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4167,571,노스렌드,65,용의 안식처,흑요석 용제단,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4168,571,노스렌드,65,용의 안식처,루비 용제단,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4169,571,노스렌드,65,용의 안식처,폴드라곤 요새,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4170,571,노스렌드,65,용의 안식처,코르크론 선봉기지,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4171,571,노스렌드,65,용의 안식처,해골 왕궁,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4172,571,노스렌드,65,용의 안식처,분노의 관문 앙그라타르,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4173,571,노스렌드,65,용의 안식처,갈라크론드의 안식처,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4174,571,노스렌드,65,용의 안식처,악의 똬리,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4175,571,노스렌드,65,용의 안식처,청동 용제단,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4176,571,노스렌드,65,용의 안식처,새벽의 거울,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4177,571,노스렌드,65,용의 안식처,윈터가드 성채,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4178,571,노스렌드,65,용의 안식처,윈터가드 광산,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4179,571,노스렌드,65,용의 안식처,에메랄드 용제단,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4180,571,노스렌드,65,용의 안식처,신 하스글렌,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4181,571,노스렌드,65,용의 안식처,십자군 정박지,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4182,571,노스렌드,65,용의 안식처,불신자의 만용호,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4183,571,노스렌드,65,용의 안식처,청금석 용제단,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4184,571,노스렌드,65,용의 안식처,티탄의 길,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4185,571,노스렌드,65,용의 안식처,망각의 해변,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4186,571,노스렌드,65,용의 안식처,원한의 초소,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4187,571,노스렌드,65,용의 안식처,수정 계곡,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4188,571,노스렌드,65,용의 안식처,부패의 벌판,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4189,571,노스렌드,65,용의 안식처,붉은돌격대 주둔지,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4190,571,노스렌드,65,용의 안식처,토르손의 전초기지,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4191,571,노스렌드,65,용의 안식처,믿음의 빛 거점,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4192,571,노스렌드,65,용의 안식처,서리한 동굴,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4193,571,노스렌드,65,용의 안식처,붉은돌격대 초소,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4194,571,노스렌드,65,용의 안식처,진타칼라르,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4195,571,노스렌드,65,용의 안식처,얼음 심장 동굴,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4197,571,노스렌드,0,,겨울손아귀 호수,상위지역 좌표경계 대체,4197,몬스터,131755,27869,겨울손아귀 감지기,4748.14,2877.06,380.603
4198,571,노스렌드,65,용의 안식처,킬리우아의 산호섬,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4199,571,노스렌드,394,회색 구릉지,은빛시내 마을,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4200,571,노스렌드,394,회색 구릉지,볼드랏실의 심장,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4201,571,노스렌드,0,,볼드랏실의 눈물,좌표 없음,,,,,,,,
4202,571,노스렌드,394,회색 구릉지,볼드랏실의 눈물,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4203,571,노스렌드,394,회색 구릉지,볼드랏실의 가지,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4204,571,노스렌드,394,회색 구릉지,호박빛소나무 오두막,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4205,571,노스렌드,394,회색 구릉지,극지 마을,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4206,571,노스렌드,394,회색 구릉지,정복의 요새,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4207,571,노스렌드,394,회색 구릉지,볼드룬,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4208,571,노스렌드,394,회색 구릉지,화강암 웅덩이,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4209,571,노스렌드,394,회색 구릉지,제브할락,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4210,571,노스렌드,394,회색 구릉지,드락타론 성채,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4211,571,노스렌드,394,회색 구릉지,원크와 야영지,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4212,571,노스렌드,394,회색 구릉지,샛바람 해안,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4213,571,노스렌드,394,회색 구릉지,부서진 절벽,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4214,571,노스렌드,394,회색 구릉지,바위 언덕,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4215,571,노스렌드,394,회색 구릉지,분노의 송곳니 제단,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4216,571,노스렌드,394,회색 구릉지,드라킬진 폐허,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4217,571,노스렌드,394,회색 구릉지,검은강 벌목지,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4218,571,노스렌드,394,회색 구릉지,혈심장 제단,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4219,571,노스렌드,394,회색 구릉지,빈돌 광산,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4220,571,노스렌드,394,회색 구릉지,던 아르골,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4221,571,노스렌드,394,회색 구릉지,토르 모단,직접 areaId,4221,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4222,571,노스렌드,394,회색 구릉지,푸른 하늘 벌목장,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4223,571,노스렌드,65,용의 안식처,넬타리온의 턱,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4224,571,노스렌드,65,용의 안식처,소금바위 봉우리,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4225,571,노스렌드,65,용의 안식처,반짝이는 해안,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4226,571,노스렌드,495,울부짖는 협만,이스카알,상위지역 zoneId 대체,495,몬스터,52854,24440,샬레르브론 가고일,2159.51,-3194.06,143.911
4227,571,노스렌드,65,용의 안식처,용사냥 마루,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4229,571,노스렌드,394,회색 구릉지,발굴단 거점,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4230,571,노스렌드,65,용의 안식처,눈바람 언덕,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4231,571,노스렌드,394,회색 구릉지,붉은나무 교역소,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4232,571,노스렌드,65,용의 안식처,복수의 고개,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4233,571,노스렌드,65,용의 안식처,십자군 주둔지,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4234,571,노스렌드,65,용의 안식처,낙스라마스,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4235,571,노스렌드,394,회색 구릉지,심재 교역소,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4236,571,노스렌드,394,회색 구릉지,사철나무 교역소,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4237,571,노스렌드,394,회색 구릉지,전나무 거점 주둔지,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4238,571,노스렌드,394,회색 구릉지,흰 소나무 교역소,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4239,571,노스렌드,394,회색 구릉지,미루나무 숲 초소,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4240,571,노스렌드,394,회색 구릉지,숲 가장자리 초소,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4241,571,노스렌드,65,용의 안식처,으스스한 언덕,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4242,571,노스렌드,394,회색 구릉지,투자개발 만,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4243,571,노스렌드,65,용의 안식처,윈터가드 납골당,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4244,571,노스렌드,394,회색 구릉지,핏빛달 섬,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4245,571,노스렌드,394,회색 구릉지,그림자송곳니 탑,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4246,571,노스렌드,65,용의 안식처,윈터가드 묘지,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4247,571,노스렌드,394,회색 구릉지,그늘울음 동굴,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4248,571,노스렌드,394,회색 구릉지,정복의 요새 투기장,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4249,571,노스렌드,394,회색 구릉지,무쇠단의 길,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4250,571,노스렌드,394,회색 구릉지,테시스의 폐허,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4251,571,노스렌드,394,회색 구릉지,은빛시내 언덕,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4252,571,노스렌드,495,울부짖는 협만,부서진 절벽,상위지역 zoneId 대체,495,몬스터,52854,24440,샬레르브론 가고일,2159.51,-3194.06,143.911
4253,571,노스렌드,65,용의 안식처,7군단 전초지,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4254,571,노스렌드,65,용의 안식처,용의 황무지,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4255,571,노스렌드,394,회색 구릉지,드락진 폐허,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4256,571,노스렌드,65,용의 안식처,드락마 호수,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4257,571,노스렌드,65,용의 안식처,용돌기 강,상위지역 zoneId 대체,65,몬스터,502,26280,용의 안식처 마법사 사냥꾼,3373.64,2584.31,42.1588
4258,571,노스렌드,0,,북해,좌표 없음,,,,,,,,
4259,571,노스렌드,394,회색 구릉지,드락우랄,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4260,571,노스렌드,495,울부짖는 협만,토르발트의 야영지,상위지역 zoneId 대체,495,몬스터,52854,24440,샬레르브론 가고일,2159.51,-3194.06,143.911
4261,571,노스렌드,495,울부짖는 협만,유령칼날 초소,상위지역 zoneId 대체,495,몬스터,52854,24440,샬레르브론 가고일,2159.51,-3194.06,143.911
4262,571,노스렌드,394,회색 구릉지,잿빛나무 초소,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4263,571,노스렌드,495,울부짖는 협만,리델의 매복지,상위지역 zoneId 대체,495,몬스터,52854,24440,샬레르브론 가고일,2159.51,-3194.06,143.911
4266,571,노스렌드,394,회색 구릉지,하코르의 야영지,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4267,571,노스렌드,394,회색 구릉지,볼드랏실 고개,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4268,571,노스렌드,394,회색 구릉지,루나의 야영지,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4269,571,노스렌드,3537,북풍의 땅,비늘 제단,상위지역 zoneId 대체,3537,몬스터,1107,26093,낙사나르 대상,3739.39,3567.09,374.341
4270,571,노스렌드,394,회색 구릉지,드라카탈 통로,상위지역 zoneId 대체,394,NPC,117222,26335,쓰러진 토석인 전사,4706.64,-4453.71,195.048
4271,571,노스렌드,495,울부짖는 협만,우트가드 첨탑,상위지역 zoneId 대체,495,몬스터,52854,24440,샬레르브론 가고일,2159.51,-3194.06,143.911
4275,571,노스렌드,66,줄드락,은빛십자군 격전지,상위지역 좌표경계 대체,66,몬스터,118621,28145,잠복꾼 바실리스크,5940.0,-2956.64,287.57
4276,571,노스렌드,66,줄드락,세라투스의 제단,상위지역 좌표경계 대체,66,몬스터,118621,28145,잠복꾼 바실리스크,5940.0,-2956.64,287.57
4278,571,노스렌드,66,줄드락,드락소트라 농장,상위지역 좌표경계 대체,66,몬스터,118621,28145,잠복꾼 바실리스크,5940.0,-2956.64,287.57
4279,571,노스렌드,66,줄드락,드락소트라,상위지역 좌표경계 대체,66,몬스터,118621,28145,잠복꾼 바실리스크,5940.0,-2956.64,287.57
4280,571,노스렌드,66,줄드락,드락아갈,상위지역 좌표경계 대체,66,몬스터,118621,28145,잠복꾼 바실리스크,5940.0,-2956.64,287.57
4281,0,동부 왕국,139,동부 역병지대,아케루스: 칠흑의 요새,상위지역 좌표경계 대체,139,몬스터,92307,8603,청소부구더기,2373.64,-4302.37,77.8021
4282,571,노스렌드,3711,숄라자르 분지,눈사태 언덕,상위지역 좌표경계 대체,3711,몬스터,1974588,28362,반짝이는 흙더미,5822.07,4726.69,-132.864
