long,long,long,long,flags,long,long,long,long,long,long,long,long,long,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,long,long,long,long,long,
3576,0,5,5,0x0,10,15,0,10,15,0,35,7,0,,"탄력도 +10 / 체력 +15",,,,,,,,,,,,,,,0xFF01FE,0,0,40168,0,0,0,0,
3577,0,5,5,0x0,10,15,0,10,15,0,36,7,0,,"가속도 +10 / 체력 +15",,,,,,,,,,,,,,,0xFF01FE,0,0,40169,0,0,0,0,
3578,0,5,5,0x0,10,10,0,10,10,0,5,6,0,,"지능 +10 / 정신력 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,40170,0,0,0,0,
3579,0,5,5,0x0,10,10,0,10,10,0,32,6,0,,"치명타 및 주문 극대화 적중도 +10 / 정신력 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,40171,0,0,0,0,
3580,0,5,5,0x0,10,10,0,10,10,0,31,6,0,,"적중도 +10 / 정신력 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,40172,0,0,0,0,
3581,0,5,5,0x0,10,10,0,10,10,0,35,6,0,,"탄력도 +10 / 정신력 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,40173,0,0,0,0,
3582,0,5,5,0x0,10,10,0,10,10,0,36,6,0,,"가속도 +10 / 정신력 +10",,,,,,,,,,,,,,,0xFF01FE,0,0,40174,0,0,0,0,
3583,0,5,5,0x0,10,5,0,10,5,0,5,43,0,,"지능 +10 / 5초당 마나 회복량 +5",,,,,,,,,,,,,,,0xFF01FE,0,0,40175,0,0,0,0,
3584,0,5,5,0x0,10,5,0,10,5,0,32,43,0,,"치명타 및 주문 극대화 적중도 +10 / 5초당 마나 회복량 +5",,,,,,,,,,,,,,,0xFF01FE,0,0,40176,0,0,0,0,
3585,0,5,5,0x0,10,5,0,10,5,0,31,43,0,,"적중도 +10 / 5초당 마나 회복량 +5",,,,,,,,,,,,,,,0xFF01FE,0,0,40177,0,0,0,0,
3586,0,5,5,0x0,10,5,0,10,5,0,35,43,0,,"탄력도 +10 / 5초당 마나 회복량 +5",,,,,,,,,,,,,,,0xFF01FE,0,0,40178,0,0,0,0,
3587,0,5,5,0x0,10,5,0,10,5,0,36,43,0,,"가속도 +10 / 5초당 마나 회복량 +5",,,,,,,,,,,,,,,0xFF01FE,0,0,40179,0,0,0,0,
3588,0,5,3,0x0,10,10,0,10,10,0,32,28680,0,,"치명타 및 주문 극대화 적중도 +10 / 주문 관통력 +13",,,,,,,,,,,,,,,0xFF01FE,0,0,40180,0,0,0,0,
3589,0,5,3,0x0,10,10,0,10,10,0,31,28680,0,,"적중도 +10 / 주문 관통력 +13",,,,,,,,,,,,,,,0xFF01FE,0,0,40181,0,0,0,0,
3590,0,5,3,0x0,10,10,0,10,10,0,36,28680,0,,"가속도 +10 / 주문 관통력 +13",,,,,,,,,,,,,,,0xFF01FE,0,0,40182,0,0,0,0,
3591,0,5,5,0x0,4,2,0,4,2,0,5,43,0,,"지능 +4 / 5초당 마나 회복량 +2 Test용",,,,,,,,,,,,,,,0xFF01FE,0,0,40232,0,165,100,0,
3592,0,3,0,0x0,0,0,0,0,0,0,54288,0,0,,"언데드에 대한 주문력 +100",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
3593,0,3,0,0x0,0,0,0,0,0,0,54289,0,0,,"언데드에 대한 전투력 +170",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
3594,0,3,3,0x0,0,0,0,0,0,0,54448,43588,0,,"검파괴자의 룬",,,,,,,,,,,,,,,0xFF01FE,156,1,0,0,776,0,0,
3595,0,3,3,0x0,0,0,0,0,0,0,54449,60209,0,,"주문파괴자의 룬",,,,,,,,,,,,,,,0xFF01FE,161,1,0,0,776,0,0,
3596,0,5,0,0x0,5,0,0,5,0,0,45,0,0,,"주문력 +5",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
3597,0,3,0,0x0,0,0,0,0,0,0,54718,0,0,,"지배자의 화염석",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,0,
3599,0,7,0,0x0,0,0,0,0,0,0,54735,0,0,,"전기 충격 생성기",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,202,350,0,
3600,0,5,0,0x0,6,0,0,6,0,0,35,0,0,,"탄력도 +6",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
3601,0,7,0,0x0,0,0,0,0,0,0,67890,30645,0,,"파편 폭탄 허리띠",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,202,350,0,
3602,0,5,0,0x0,7,0,0,7,0,0,45,0,0,,"주문력 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
3603,0,7,0,0x0,0,0,0,0,0,0,54757,0,0,,"불덩이 로켓 발사기",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,202,400,0,
3604,0,7,0,0x0,0,1,0,0,1,0,54758,0,0,,"번개 가속기",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,202,400,0,
3605,0,7,5,0x0,0,23,0,0,23,0,55001,3,0,,"신축성 내피",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,202,350,0,
3606,0,7,5,0x0,0,24,0,0,24,0,55004,32,31,,"치명타 및 주문 극대화 적중도 +24",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,202,400,0,
3607,0,5,0,0x0,40,0,0,40,0,0,29,0,0,,"원거리 가속도 +40",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
3608,0,5,0,0x0,40,0,0,40,0,0,20,0,0,,"원거리 치명타 적중도 +40",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
3609,0,3,0,0x0,0,0,0,0,0,0,55146,0,0,,"하급 화염석",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,0,
3610,0,3,0,0x0,0,0,0,0,0,0,55147,0,0,,"화염석",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,0,
3611,0,3,0,0x0,0,0,0,0,0,0,55148,0,0,,"상급 화염석",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,0,
3612,0,3,0,0x0,0,0,0,0,0,0,55149,0,0,,"일급 화염석",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,0,
3613,0,3,1,0x0,0,0,0,0,0,0,55150,55157,0,,"지옥의 화염석",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,0,
3614,0,3,0,0x0,0,0,0,0,0,0,55151,0,0,,"호화로운 화염석",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,0,
3615,0,3,0,0x0,0,0,0,0,0,0,55172,17809,0,,"주문석",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,0,
3616,0,3,0,0x0,0,0,0,0,0,0,55176,17809,0,,"상급 주문석",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,0,
3617,0,3,0,0x0,0,0,0,0,0,0,55180,17809,0,,"일급 주문석",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,0,
3618,0,3,0,0x0,0,0,0,0,0,0,55189,17809,0,,"지배자의 주문석",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,0,
3619,0,3,0,0x0,0,0,0,0,0,0,55191,17809,0,,"악마의 주문석",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,0,
3620,0,3,0,0x0,0,0,0,0,0,0,55195,17809,0,,"호화로운 주문석",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,0,
3621,0,5,3,0x0,21,0,0,21,0,0,32,44797,0,,"치명타 및 주문 극대화 적중도 +21 / 치명타 피해 3%만큼 증가",,,,,,,,,,,,,,,0xFF01FE,0,0,41285,142,0,0,0,
3622,0,5,3,0x0,25,0,0,25,0,0,32,11818,0,,"치명타 및 주문 극대화 적중도 +25 / 1% 확률로 주문 반사",,,,,,,,,,,,,,,0xFF01FE,0,0,41307,143,0,0,0,
3623,0,5,3,0x0,25,0,0,25,0,0,45,55275,0,,"주문력 +25 / 지능 +2%",,,,,,,,,,,,,,,0xFF01FE,0,0,41333,144,0,0,0,
3624,0,5,3,0x0,21,0,0,21,0,0,32,55378,0,,"치명타 및 주문 극대화 적중도 +21 / 덫, 이동 불가에 대한 저항력 +10%",,,,,,,,,,,,,,,0xFF01FE,0,0,41335,145,0,0,0,
3625,0,5,3,0x0,42,0,0,42,0,0,38,23990,0,,"전투력 +42 / 최하급 달리기 속도 증가",,,,,,,,,,,,,,,0xFF01FE,0,0,41339,150,0,0,0,
3626,0,5,3,0x0,25,0,0,25,0,0,45,32842,0,,"주문력 +25 / 위협 수준 2%만큼 감소",,,,,,,,,,,,,,,0xFF01FE,0,0,41395,141,0,0,0,
3627,0,5,3,0x0,21,0,0,21,0,0,5,55381,0,,"지능 +21 / 주문 시전 시 일정 확률로 마나 회복",,,,,,,,,,,,,,,0xFF01FE,0,0,41401,147,0,0,0,
3628,0,5,3,0x0,21,0,0,21,0,0,3,39957,0,,"민첩성 +21 / 치명타 피해 3%만큼 증가",,,,,,,,,,,,,,,0xFF01FE,0,0,41398,149,0,0,0,
3630,0,5,3,0x0,21,0,0,21,0,0,12,32844,0,,"방어 숙련도 +21 / 공격 받을 시 일정 확률로 생명력 회복",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
3631,0,5,3,0x0,21,0,0,21,0,0,12,55283,0,,"방어 숙련도 +21 / 방패 피해 방어량 +5%",,,,,,,,,,,,,,,0xFF01FE,0,0,41396,146,0,0,0,
3632,0,5,3,0x0,25,0,0,25,0,0,45,23990,0,,"주문력 +25 / 최하급 달리기 속도 증가",,,,,,,,,,,,,,,0xFF01FE,0,0,41375,192,0,0,0,
3633,0,5,3,0x0,11,0,0,11,0,0,43,55256,0,,"5초당 마나 회복량 +11 / 치유 주문 극대화 효과 3%만큼 증가",,,,,,,,,,,,,,,0xFF01FE,0,0,41376,161,0,0,0,
3634,0,5,3,0x0,32,0,0,32,0,0,7,55345,0,,"체력 +32 / 받는 주문 피해 2%만큼 감소",,,,,,,,,,,,,,,0xFF01FE,0,0,41377,154,0,0,0,
3635,0,5,3,0x0,25,0,0,25,0,0,45,55366,0,,"주문력 +25 / 침묵 지속시간 10%만큼 감소",,,,,,,,,,,,,,,0xFF01FE,0,0,41378,155,0,0,0,
3636,0,5,3,0x0,21,0,0,21,0,0,32,55357,0,,"치명타 및 주문 극대화 적중도 +21 / 공포 지속시간 10%만큼 감소",,,,,,,,,,,,,,,0xFF01FE,0,0,41379,156,0,0,0,
3637,0,5,3,0x0,32,0,0,32,0,0,7,55344,0,,"체력 +32 / 아이템에 의한 방어도 2%만큼 증가",,,,,,,,,,,,,,,0xFF01FE,0,0,41380,152,0,0,0,
3638,0,5,3,0x0,42,0,0,42,0,0,38,55358,0,,"전투력 +42 / 기절 지속시간 10%만큼 감소",,,,,,,,,,,,,,,0xFF01FE,0,0,41381,158,0,0,0,
3639,0,5,3,0x0,25,0,0,25,0,0,45,55358,0,,"주문력 +25 / 기절 지속시간 10%만큼 감소",,,,,,,,,,,,,,,0xFF01FE,0,0,41382,159,0,0,0,
3640,0,5,3,0x0,42,0,0,42,0,0,38,61356,0,,"전투력 +42 / 치명타 적중 시 일정 확률로 생명력 회복",,,,,,,,,,,,,,,0xFF01FE,0,0,41385,157,0,0,0,
3641,0,5,3,0x0,21,0,0,21,0,0,32,55337,0,,"치명타 및 주문 극대화 적중도 +21 / 마나 +2%",,,,,,,,,,,,,,,0xFF01FE,0,0,41389,153,0,0,0,
3642,0,5,3,0x0,32,0,0,32,0,0,7,55358,0,,"체력 +32 / 기절 지속시간 10%만큼 감소",,,,,,,,,,,,,,,0xFF01FE,0,0,41397,148,0,0,0,
3643,0,3,0,0x0,16,0,0,16,0,0,55380,39958,0,,"일정 확률로 근접 및 원거리 공격 속도 증가",,,,,,,,,,,,,,,0xFF01FE,0,0,41400,151,0,0,0,
3644,0,5,0,0x0,14,0,0,14,0,0,3,0,0,,"민첩성 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,41434,0,0,0,0,
3646,0,5,0,0x0,14,0,0,14,0,0,13,0,0,,"회피 숙련도 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,41439,0,0,0,0,
3647,0,5,0,0x0,14,0,0,14,0,0,37,0,0,,"숙련 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,41437,0,0,0,0,
3648,0,5,0,0x0,14,0,0,14,0,0,14,0,0,,"무기 막기 숙련도 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,41435,0,0,0,0,
3649,0,5,0,0x0,14,0,0,14,0,0,4,0,0,,"힘 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,41432,0,0,0,0,
3650,0,5,0,0x0,16,0,0,16,0,0,45,0,0,,"주문력 +16",,,,,,,,,,,,,,,0xFF01FE,0,0,41438,0,0,0,0,
3651,0,5,0,0x0,28,0,0,28,0,0,38,0,0,,"전투력 +28",,,,,,,,,,,,,,,0xFF01FE,0,0,41433,0,0,0,0,
3652,0,5,0,0x0,14,0,0,14,0,0,44,0,0,,"방어구 관통력 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,41436,0,0,0,0,
3653,0,5,0,0x0,14,0,0,14,0,0,6,0,0,,"정신력 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,41442,0,0,0,0,
3654,0,5,0,0x0,7,0,0,7,0,0,43,0,0,,"5초당 마나 회복량 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41440,0,0,0,0,
3655,0,5,0,0x0,21,0,0,21,0,0,7,0,0,,"체력 +21",,,,,,,,,,,,,,,0xFF01FE,0,0,41441,0,0,0,0,
3656,0,3,0,0x0,14,0,0,14,0,0,33491,0,0,,"주문 관통력 +18",,,,,,,,,,,,,,,0xFF01FE,0,0,41443,0,0,0,0,
3657,0,5,0,0x0,14,0,0,14,0,0,32,0,0,,"치명타 및 주문 극대화 적중도 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,41448,0,0,0,0,
3658,0,5,0,0x0,14,0,0,14,0,0,12,0,0,,"방어 숙련도 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,41449,0,0,0,0,
3659,0,5,0,0x0,14,0,0,14,0,0,36,0,0,,"가속도 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,41446,0,0,0,0,
3660,0,5,0,0x0,14,0,0,14,0,0,31,0,0,,"적중도 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,41447,0,0,0,0,
3661,0,5,0,0x0,14,0,0,14,0,0,5,0,0,,"지능 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,41444,0,0,0,0,
3662,0,5,0,0x0,14,0,0,14,0,0,35,0,0,,"탄력도 +14",,,,,,,,,,,,,,,0xFF01FE,0,0,41445,0,0,0,0,
3663,0,5,5,0x0,14,4,0,14,4,0,38,43,0,,"전투력 +14 / 5초당 마나 회복량 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,41454,0,0,0,0,
3664,0,5,5,0x0,14,11,0,14,11,0,38,7,0,,"전투력 +14 / 체력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,41450,0,0,0,0,
3665,0,3,5,0x0,7,11,0,7,11,0,43901,7,0,,"방어구 관통력 +7 / 체력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,41456,0,0,0,0,
3666,0,5,5,0x0,7,4,0,7,4,0,3,43,0,,"민첩성 +7 / 5초당 마나 회복량 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,41462,0,0,0,0,
3667,0,5,5,0x0,7,11,0,7,11,0,3,7,0,,"민첩성 +7 / 체력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,41460,0,0,0,0,
3668,0,5,5,0x0,7,11,0,7,11,0,13,7,0,,"회피 숙련도 +7 / 체력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,41458,0,0,0,0,
3669,0,5,5,0x0,7,11,0,7,11,0,37,7,0,,"숙련 +7 / 체력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,41453,0,0,0,0,
3670,0,5,5,0x0,7,11,0,7,11,0,14,7,0,,"무기 막기 숙련도 +7 / 체력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,41451,0,0,0,0,
3671,0,5,5,0x0,7,11,0,7,11,0,4,7,0,,"힘 +7 / 체력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,41461,0,0,0,0,
3672,0,5,5,0x0,8,4,0,8,4,0,45,43,0,,"주문력 +8 / 5초당 마나 회복량 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,41459,0,0,0,0,
3673,0,5,5,0x0,8,7,0,8,7,0,45,6,0,,"주문력 +8 / 정신력 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41457,0,0,0,0,
3674,0,5,3,0x0,8,7,0,8,7,0,45,55478,0,,"주문력 +8 / 주문 관통력 +9",,,,,,,,,,,,,,,0xFF01FE,0,0,41455,0,0,0,0,
3675,0,5,5,0x0,8,11,0,8,11,0,45,7,0,,"주문력 +8 / 체력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,41452,0,0,0,0,
3676,0,5,5,0x0,14,7,0,14,7,0,38,32,0,,"전투력 +14 / 치명타 및 주문 극대화 적중도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
3677,0,5,5,0x0,7,7,0,7,7,0,3,36,0,,"민첩성 +7 / 가속도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41485,0,0,0,0,
3678,0,5,5,0x0,14,7,0,14,7,0,38,36,0,,"전투력 +14 / 가속도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41501,0,0,0,0,
3679,0,5,5,0x0,14,7,0,14,7,0,38,31,0,,"전투력 +14 / 적중도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41496,0,0,0,0,
3680,0,5,5,0x0,14,7,0,14,7,0,38,35,0,,"전투력 +14 / 탄력도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41487,0,0,0,0,
3681,0,5,5,0x0,7,7,0,7,7,0,4,32,0,,"힘 +7 / 치명타 및 주문 극대화 적중도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41492,0,0,0,0,
3682,0,5,5,0x0,7,7,0,7,7,0,4,31,0,,"힘 +7 / 적중도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41488,0,0,0,0,
3683,0,5,5,0x0,7,7,0,7,7,0,4,12,0,,"힘 +7 / 방어 숙련도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41483,0,0,0,0,
3684,0,5,5,0x0,7,7,0,7,7,0,4,35,0,,"힘 +7 / 탄력도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41499,0,0,0,0,
3685,0,5,5,0x0,7,7,0,7,7,0,4,36,0,,"힘 +7 / 가속도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41489,0,0,0,0,
3686,0,5,5,0x0,7,7,0,7,7,0,3,32,0,,"민첩성 +7 / 치명타 및 주문 극대화 적중도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41484,0,0,0,0,
3687,0,5,5,0x0,7,7,0,7,7,0,3,31,0,,"민첩성 +7 / 적중도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41491,0,0,0,0,
3688,0,5,5,0x0,7,7,0,7,7,0,3,35,0,,"민첩성 +7 / 탄력도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41493,0,0,0,0,
3689,0,5,5,0x0,8,7,0,8,7,0,45,5,0,,"주문력 +8 / 지능 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41494,0,0,0,0,
3690,0,5,5,0x0,8,7,0,8,7,0,45,32,0,,"주문력 +8 / 치명타 및 주문 극대화 적중도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41495,0,0,0,0,
3691,0,5,5,0x0,8,7,0,8,7,0,45,31,0,,"주문력 +8 / 적중도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41502,0,0,0,0,
3692,0,5,5,0x0,8,7,0,8,7,0,45,35,0,,"주문력 +8 / 탄력도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41486,0,0,0,0,
3693,0,5,5,0x0,8,7,0,8,7,0,45,36,0,,"주문력 +8 / 가속도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41497,0,0,0,0,
3694,0,5,5,0x0,7,7,0,7,7,0,13,12,0,,"회피 숙련도 +7 / 방어 숙련도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41500,0,0,0,0,
3695,0,5,5,0x0,7,7,0,7,7,0,14,12,0,,"무기 막기 숙련도 +7 / 방어 숙련도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41490,0,0,0,0,
3696,0,5,5,0x0,7,7,0,7,7,0,37,31,0,,"숙련 +7 / 적중도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41482,0,0,0,0,
3697,0,5,5,0x0,7,7,0,7,7,0,37,12,0,,"숙련 +7 / 방어 숙련도 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41498,0,0,0,0,
3698,0,5,5,0x0,7,7,0,7,7,0,32,6,0,,"치명타 및 주문 극대화 적중도 +7 / 정신력 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41470,0,0,0,0,
3699,0,5,5,0x0,7,11,0,7,11,0,32,7,0,,"치명타 및 주문 극대화 적중도 +7 / 체력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,41468,0,0,0,0,
3700,0,5,5,0x0,7,11,0,7,11,0,12,7,0,,"방어 숙련도 +7 / 체력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,41464,0,0,0,0,
3701,0,5,5,0x0,7,7,0,7,7,0,36,6,0,,"가속도 +7 / 정신력 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41467,0,0,0,0,
3702,0,5,5,0x0,7,11,0,7,11,0,36,7,0,,"가속도 +7 / 체력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,41466,0,0,0,0,
3703,0,5,5,0x0,7,7,0,7,7,0,31,6,0,,"적중도 +7 / 정신력 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41475,0,0,0,0,
3704,0,5,5,0x0,7,11,0,7,11,0,31,7,0,,"적중도 +7 / 체력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,41481,0,0,0,0,
3705,0,5,5,0x0,7,7,0,7,7,0,5,6,0,,"지능 +7 / 정신력 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41473,0,0,0,0,
3706,0,5,5,0x0,7,11,0,7,11,0,5,7,0,,"지능 +7 / 체력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,41479,0,0,0,0,
3707,0,5,5,0x0,7,7,0,7,7,0,35,6,0,,"탄력도 +7 / 정신력 +7",,,,,,,,,,,,,,,0xFF01FE,0,0,41480,0,0,0,0,
3708,0,5,5,0x0,7,11,0,7,11,0,35,7,0,,"탄력도 +7 / 체력 +11",,,,,,,,,,,,,,,0xFF01FE,0,0,41476,0,0,0,0,
3709,0,5,3,0x0,7,7,0,7,7,0,32,55478,0,,"치명타 및 주문 극대화 적중도 +7 / 주문 관통력 +9",,,,,,,,,,,,,,,0xFF01FE,0,0,41472,0,0,0,0,
3710,0,5,5,0x0,7,4,0,7,4,0,32,43,0,,"치명타 및 주문 극대화 적중도 +7 / 5초당 마나 회복량 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,41477,0,0,0,0,
3711,0,5,5,0x0,7,4,0,7,4,0,5,43,0,,"지능 +7 / 5초당 마나 회복량 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,41463,0,0,0,0,
3712,0,5,5,0x0,7,4,0,7,4,0,31,43,0,,"적중도 +7 / 5초당 마나 회복량 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,41469,0,0,0,0,
3713,0,5,5,0x0,7,4,0,7,4,0,35,43,0,,"탄력도 +7 / 5초당 마나 회복량 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,41471,0,0,0,0,
3714,0,5,5,0x0,7,4,0,7,4,0,36,43,0,,"가속도 +7 / 5초당 마나 회복량 +4",,,,,,,,,,,,,,,0xFF01FE,0,0,41465,0,0,0,0,
3715,0,5,3,0x0,7,7,0,7,7,0,31,55478,0,,"적중도 +7 / 주문 관통력 +9",,,,,,,,,,,,,,,0xFF01FE,0,0,41478,0,0,0,0,
3716,0,5,3,0x0,7,7,0,7,7,0,36,55478,0,,"가속도 +7 / 주문 관통력 +9",,,,,,,,,,,,,,,0xFF01FE,0,0,41474,0,0,0,0,
3717,0,8,0,0x0,1,0,0,1,0,0,0,0,0,,"팔보호구 보석 홈",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,164,400,0,
3718,0,5,5,0x0,35,12,0,35,12,0,45,6,0,,"주문력 +35 / 정신력 +12",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
3719,0,5,5,0x0,50,20,0,50,20,0,45,6,0,,"주문력 +50 / 정신력 +20",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
3720,0,5,5,0x0,35,20,0,35,20,0,45,7,0,,"주문력 +35 / 체력 +20",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
3721,0,5,5,0x0,50,30,0,50,30,0,45,7,0,,"주문력 +50 / 체력 +30",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
3722,0,3,5,0x0,0,1,0,0,1,0,55640,6,0,,"빛매듭 자수",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,197,400,0,
3723,0,8,0,0x0,1,0,0,1,0,0,0,0,0,,"장갑 보석 홈",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,164,400,0,
3726,0,5,0,0x0,0,0,0,0,0,0,36,0,0,,"가속도 +$i",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
3727,0,5,0,0x0,0,0,0,0,0,0,31,0,0,,"적중도 +$i",,,,,,,,,,,,,,,0xFF01FE,0,0,0,0,0,0,0,
3728,0,3,5,0x0,0,1,0,0,1,0,55768,6,0,,"암흑빛 자수",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,197,400,0,
3729,0,8,0,0x0,1,0,0,1,0,0,0,0,0,,"허리띠 보석 홈",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,0,0,70,
3730,0,3,5,0x0,0,1,0,0,1,0,55776,6,0,,"칼날 자수",,,,,,,,,,,,,,,0xFF01FE,0,1,0,0,197,400,0,
3731,0,3,5,0x0,0,28,0,0,28,0,43588,31,0,,"티타늄 무기 사슬",,,,,,,,,,,,,,,0xFF01FE,159,1,0,0,0,0,0,
3732,0,5,0,0x0,34,0,0,34,0,0,4,0,0,,"힘 +34",,,,,,,,,,,,,,,0xFF01FE,0,0,42142,0,755,350,0,
3733,0,5,0,0x0,34,0,0,34,0,0,3,0,0,,"민첩성 +34",,,,,,,,,,,,,,,0xFF01FE,0,0,42143,0,755,350,0,
3734,0,5,0,0x0,39,0,0,39,0,0,45,0,0,,"주문력 +39",,,,,,,,,,,,,,,0xFF01FE,0,0,42144,0,755,350,0,
3735,0,5,0,0x0,34,0,0,34,0,0,6,0,0,,"정신력 +34",,,,,,,,,,,,,,,0xFF01FE,0,0,42145,0,755,350,0,
3736,0,5,0,0x0,17,0,0,17,0,0,43,0,0,,"5초당 마나 회복량 +17",,,,,,,,,,,,,,,0xFF01FE,0,0,42146,0,755,350,0,
3737,0,5,0,0x0,34,0,0,34,0,0,5,0,0,,"지능 +34",,,,,,,,,,,,,,,0xFF01FE,0,0,42148,0,755,350,0,
